function,smellKey,smellId
"public boolean batch(String line){
    if (!(beeLine.assertConnection())) {
        return false;
    }
    if (beeLine.getBatch() == null) {
        beeLine.setBatch(new LinkedList<String>());
        beeLine.info(beeLine.loc(""batch-start""));
        return true;
    } else {
        beeLine.info(beeLine.loc(""running-batch""));
        try {
            beeLine.runBatch(beeLine.getBatch());
            return true;
        } catch (Exception e) {
            return beeLine.error(e);
        } finally {
            beeLine.setBatch(null);
        }
    }
}",java:S1172,
"private void printReplacedSql(String content, String formatSql, String rgex, Map<Integer, Property> sqlParamsMap){
    log.info(""after replace sql , preparing : {}"", formatSql);
    StringBuilder logPrint = new StringBuilder(""replaced sql , parameters:"");
    if (sqlParamsMap == null) {
        log.info(""printReplacedSql: sqlParamsMap is null."");
    } else {
        for (int i = 1; i <= sqlParamsMap.size(); i++) {
            logPrint.append(sqlParamsMap.get(i).getValue()).append(""("").append(sqlParamsMap.get(i).getType()).append("")"");
        }
    }
    log.info(""Sql Params are {}"", logPrint);
}",java:S1172,
"public void writeDouble(double d, String tag) throws IOException{
    out.writeDouble(d);
}",java:S1172,
"public RelOptPredicateList getPredicates(RelNode rel, RelMetadataQuery mq){
    return RelOptPredicateList.EMPTY;
}",java:S1172,
"public synchronized boolean payItems(Iterable<ItemParamData> costItems, int quantity, ActionReason reason){
    for (ItemParamData cost : costItems) if (getVirtualItemCount(cost.getId()) < (cost.getCount() * quantity))
        return false;
    costItems.forEach(cost -> this.payVirtualItem(cost.getId(), cost.getCount() * quantity));
    return true;
}",java:S1172,
"protected boolean statusCondition(final T modelObject){
    return true;
}",java:S1172,
"protected Expression computeNewRank(Expression acc, WinAggAddContext add){
    Expression pos = add.currentPosition();
    if (!add.startIndex().equals(Expressions.constant(0))) {
        pos = Expressions.subtract(pos, add.startIndex());
    }
    return pos;
}",java:S1172,
"public boolean supportsFunction(SqlOperator operator, RelDataType type, List<RelDataType> paramTypes){
    switch(operator.kind) {
        case AND:
        case BETWEEN:
        case CASE:
        case CAST:
        case CEIL:
        case COALESCE:
        case DIVIDE:
        case EQUALS:
        case FLOOR:
        case GREATER_THAN:
        case GREATER_THAN_OR_EQUAL:
        case IN:
        case IS_NULL:
        case IS_NOT_NULL:
        case LESS_THAN:
        case LESS_THAN_OR_EQUAL:
        case MINUS:
        case MOD:
        case NOT:
        case NOT_IN:
        case NOT_EQUALS:
        case NVL:
        case OR:
        case PLUS:
        case ROW:
        case TIMES:
            return true;
        default:
            return BUILT_IN_OPERATORS_LIST.contains(operator);
    }
}",java:S1172,
"private void updateLocked(Consumer<T> update, T oldValue, T newValue){
    if (!updating) {
        try {
            updating = true;
            update.accept(newValue);
        } finally {
            updating = false;
        }
    }
}",java:S1172,
"public void distributeParentEvidence(JunctionTreeClique clique, JunctionTreeSeparator sep, JunctionTreeClique child, JunctionTreeClique startClique){
    passMessage(child, child.getParentSeparator(), clique);
    if (clique.getParentSeparator() != null) {
        distributeParentEvidence(clique.getParentSeparator().getParent(), clique.getParentSeparator(), clique, startClique);
    }
    List<JunctionTreeSeparator> seps = clique.getChildren();
    for (JunctionTreeSeparator childSep : seps) {
        if (childSep.getChild() == child) {
            continue;
        }
        distributeChildEvidence(childSep.getChild(), startClique);
    }
}",java:S1172,
"public static GotoStatement break_(LabelTarget labelTarget, Expression expression){
    return new GotoStatement(GotoExpressionKind.Break, null, expression);
}",java:S1172,
"private static long warmUp(byte[] data, int ledgers, int ensemble, int qSize, byte[] passwd, int warmupMessages, ClientConfiguration conf) throws KeeperException, IOException, InterruptedException, BKException{
    final CountDownLatch connectLatch = new CountDownLatch(1);
    final int bookies;
    String bookieRegistrationPath = ZKMetadataDriverBase.resolveZkLedgersRootPath(conf) + ""/"" + AVAILABLE_NODE;
    ZooKeeper zk = null;
    try {
        final String servers = ZKMetadataDriverBase.resolveZkServers(conf);
        zk = new ZooKeeper(servers, 15000, new Watcher() {

            @Override
            public void process(WatchedEvent event) {
                if (event.getState() == KeeperState.SyncConnected) {
                    connectLatch.countDown();
                }
            }
        });
        if (!connectLatch.await(10, TimeUnit.SECONDS)) {
            LOG.error(""Couldn't connect to zookeeper at "" + servers);
            throw new IOException(""Couldn't connect to zookeeper "" + servers);
        }
        bookies = zk.getChildren(bookieRegistrationPath, false).size() - 1;
    } finally {
        if (zk != null) {
            zk.close();
        }
    }
    BenchThroughputLatency warmup = new BenchThroughputLatency(bookies, bookies, bookies, passwd, ledgers, warmupMessages, conf);
    warmup.setEntryData(data);
    Thread thread = new Thread(warmup);
    thread.start();
    thread.join();
    warmup.close();
    return warmup.getThroughput();
}",java:S1172,
"protected void handleQCapacity(String[] args){
    println(getQueue().remainingCapacity());
}",java:S1172,
"public int getSilverObjectId(String objectId){
    return Integer.parseInt(getCurrentCardContentId());
}",java:S1172,
"private void preParseReferentialDependencies(Context context, Referential referential, List<ServiceFrame> serviceFrames, List<TimetableFrame> timetableFrames, boolean isCommonDelivery) throws Exception{
    org.rutebanken.netex.model.Line_VersionStructure line = null;
    for (ServiceFrame serviceFrame : serviceFrames) {
        if (serviceFrame.getRoutePoints() != null) {
            context.put(NETEX_LINE_DATA_CONTEXT, serviceFrame.getRoutePoints());
            Parser routePointParser = ParserFactory.create(RoutePointParser.class.getName());
            routePointParser.parse(context);
        }
        if (serviceFrame.getStopAssignments() != null) {
            context.put(NETEX_LINE_DATA_CONTEXT, serviceFrame.getStopAssignments());
            Parser stopAssignmentParser = ParserFactory.create(StopAssignmentParser.class.getName());
            stopAssignmentParser.parse(context);
        }
        if (!isCommonDelivery) {
            if (line == null) {
                line = (org.rutebanken.netex.model.Line_VersionStructure) serviceFrame.getLines().getLine_().get(0).getValue();
                context.put(PARSING_CONTEXT_LINE_ID, line.getId());
            }
            TariffZonesInFrame_RelStructure tariffZonesStruct = serviceFrame.getTariffZones();
            if (tariffZonesStruct != null) {
                context.put(NETEX_LINE_DATA_CONTEXT, tariffZonesStruct);
                StopPlaceParser stopPlaceParser = (StopPlaceParser) ParserFactory.create(StopPlaceParser.class.getName());
                stopPlaceParser.parse(context);
            }
        }
    }
    if (!isCommonDelivery) {
    }
}",java:S1172,
"public Double getDistinctRowCount(Values rel, RelMetadataQuery mq, ImmutableBitSet groupKey, @Nullable RexNode predicate){
    if (predicate == null || predicate.isAlwaysTrue()) {
        if (groupKey.isEmpty()) {
            return 1D;
        }
    }
    final Set<List<Comparable>> set = new HashSet<>();
    final List<Comparable> values = new ArrayList<>(groupKey.cardinality());
    for (ImmutableList<RexLiteral> tuple : rel.tuples) {
        for (int column : groupKey) {
            final RexLiteral literal = tuple.get(column);
            Comparable value = literal.getValueAs(Comparable.class);
            values.add(value == null ? NullSentinel.INSTANCE : value);
        }
        set.add(ImmutableList.copyOf(values));
        values.clear();
    }
    double nRows = set.size();
    if ((predicate == null) || predicate.isAlwaysTrue()) {
        return nRows;
    } else {
        double selectivity = RelMdUtil.guessSelectivity(predicate);
        return RelMdUtil.numDistinctVals(nRows, nRows * selectivity);
    }
}",java:S1172,
"private void check3RouteRb3(Context context, int rank, Route route, int rank2, Route route2){
    if (isEmpty(route.getRoutePoints()))
        return;
    prepareCheckPoint(context, ROUTE_RB_3);
    List<StopArea> areas = getStopAreaOfRouteFromRoutePoints(route);
    if (isEmpty(route.getRoutePoints()))
        return;
    List<StopArea> areas2 = getStopAreaOfRouteFromRoutePoints(route2);
    if (!areas2.isEmpty()) {
        if (areas.equals(areas2)) {
            DataLocation location = buildLocation(context, route);
            DataLocation target = buildLocation(context, route2);
            Map<String, Object> map = new HashMap<>();
            map.put(""RouteId"", route.getObjectId());
            ValidationReporter reporter = ValidationReporter.Factory.getInstance();
            reporter.addCheckPointReportError(context, ROUTE_RB_3, location, null, null, target);
        }
    }
}",java:S1172,
"private InsertAction processInsert(RuleContext context, MethodCallExpr consequenceExpr, MethodCallExpr statement, BlockStmt ruleVariablesBlock){
    Class<?> actionClass = getActionClass(context, consequenceExpr, statement);
    InsertAction action = new InsertAction(actionClass);
    Expression insertedArgument = statement.getArgument(0);
    String insertedId = insertedArgument.toString();
    List<MethodCallExpr> insertedExprs = consequenceExpr.findAll(MethodCallExpr.class).stream().filter(m -> m.getScope().map(s -> s.toString().equals(insertedId) || s.toString().equals(""("" + insertedId + "")"")).orElse(false)).collect(Collectors.toList());
    for (MethodCallExpr expr : insertedExprs) {
        String methodName = expr.getNameAsString();
        String property = ClassUtils.setter2property(methodName);
        if (property != null) {
            Object value = getLiteralValue(context, expr.getArgument(0));
            action.addInsertedProperty(new InsertedProperty(property, value));
        }
    }
    if (isLiteral(actionClass) && insertedArgument.isLiteralExpr()) {
        action.addInsertedProperty(new InsertedProperty(""this"", literalToValue(insertedArgument.asLiteralExpr())));
    }
    return action;
}",java:S1172,
"public static Builder<T> builder(Class<? extends T> itemClass){
    return new Builder<>();
}",java:S1172,
"public void registerTaskAllocated(String[] requestedHosts, String[] requestedRacks, String allocatedHost){
    if (requestedHosts != null && requestedHosts.length != 0) {
        Set<String> requestedHostSet = new HashSet<>(Arrays.asList(requestedHosts));
        if (requestedHostSet.contains(allocatedHost)) {
            numLocalAllocations++;
            _registerAllocationInHostMap(allocatedHost, localityBasedNumAllocationsPerHost);
        } else {
            numNonLocalAllocations++;
        }
    } else {
        numAllocationsNoLocalityRequest++;
    }
    numTotalAllocations++;
    _registerAllocationInHostMap(allocatedHost, numAllocationsPerHost);
}",java:S1172,
"public static ContextMenu create(BibEntryTableViewModel entry, KeyBindingRepository keyBindingRepository, LibraryTab libraryTab, DialogService dialogService, StateManager stateManager, PreferencesService preferencesService, UndoManager undoManager, ClipBoardManager clipBoardManager, TaskExecutor taskExecutor, BibEntryTypesManager entryTypesManager){
    ActionFactory factory = new ActionFactory(keyBindingRepository);
    ContextMenu contextMenu = new ContextMenu();
    contextMenu.getItems().addAll(factory.createMenuItem(StandardActions.COPY, new EditAction(StandardActions.COPY, libraryTab.frame(), stateManager)), createCopySubMenu(factory, dialogService, stateManager, preferencesService, clipBoardManager, taskExecutor), factory.createMenuItem(StandardActions.PASTE, new EditAction(StandardActions.PASTE, libraryTab.frame(), stateManager)), factory.createMenuItem(StandardActions.CUT, new EditAction(StandardActions.CUT, libraryTab.frame(), stateManager)), factory.createMenuItem(StandardActions.MERGE_ENTRIES, new MergeEntriesAction(dialogService, stateManager, preferencesService.getBibEntryPreferences())), factory.createMenuItem(StandardActions.DELETE_ENTRY, new EditAction(StandardActions.DELETE_ENTRY, libraryTab.frame(), stateManager)), new SeparatorMenuItem(), factory.createMenuItem(StandardActions.SEND_AS_EMAIL, new SendAsEMailAction(dialogService, preferencesService, stateManager)), new SeparatorMenuItem(), SpecialFieldMenuItemFactory.createSpecialFieldMenu(SpecialField.RANKING, factory, libraryTab.frame(), dialogService, preferencesService, undoManager, stateManager), SpecialFieldMenuItemFactory.getSpecialFieldSingleItem(SpecialField.RELEVANCE, factory, libraryTab.frame(), dialogService, preferencesService, undoManager, stateManager), SpecialFieldMenuItemFactory.getSpecialFieldSingleItem(SpecialField.QUALITY, factory, libraryTab.frame(), dialogService, preferencesService, undoManager, stateManager), SpecialFieldMenuItemFactory.getSpecialFieldSingleItem(SpecialField.PRINTED, factory, libraryTab.frame(), dialogService, preferencesService, undoManager, stateManager), SpecialFieldMenuItemFactory.createSpecialFieldMenu(SpecialField.PRIORITY, factory, libraryTab.frame(), dialogService, preferencesService, undoManager, stateManager), SpecialFieldMenuItemFactory.createSpecialFieldMenu(SpecialField.READ_STATUS, factory, libraryTab.frame(), dialogService, preferencesService, undoManager, stateManager), new SeparatorMenuItem(), factory.createMenuItem(StandardActions.ATTACH_FILE, new AttachFileAction(libraryTab, dialogService, stateManager, preferencesService.getFilePreferences())), factory.createMenuItem(StandardActions.ATTACH_FILE_FROM_URL, new AttachFileFromURLAction(dialogService, stateManager, taskExecutor, preferencesService)), factory.createMenuItem(StandardActions.OPEN_FOLDER, new OpenFolderAction(dialogService, stateManager, preferencesService)), factory.createMenuItem(StandardActions.OPEN_EXTERNAL_FILE, new OpenExternalFileAction(dialogService, stateManager, preferencesService)), factory.createMenuItem(StandardActions.OPEN_URL, new OpenUrlAction(dialogService, stateManager, preferencesService)), factory.createMenuItem(StandardActions.SEARCH_SHORTSCIENCE, new SearchShortScienceAction(dialogService, stateManager, preferencesService)), new SeparatorMenuItem(), new ChangeEntryTypeMenu(libraryTab.getSelectedEntries(), libraryTab.getBibDatabaseContext(), libraryTab.getUndoManager(), keyBindingRepository, entryTypesManager).asSubMenu(), factory.createMenuItem(StandardActions.MERGE_WITH_FETCHED_ENTRY, new MergeWithFetchedEntryAction(libraryTab, dialogService, stateManager, taskExecutor, preferencesService)));
    return contextMenu;
}",java:S1172,
"private Optional<Expression> fromConstructorExpr(String expression, ObjectCreationExpr parsedExpression){
    MethodCallExpr fromCall = createDslTopLevelMethod(FROM_CALL);
    List<String> bindingIds = new ArrayList<>();
    for (Expression argument : parsedExpression.getArguments()) {
        final String argumentName = PrintUtil.printNode(argument);
        if (context.hasDeclaration(argumentName)) {
            bindingIds.add(argumentName);
            fromCall.addArgument(context.getVarExpr(argumentName));
        }
    }
    Expression newExpr = generateLambdaWithoutParameters(bindingIds, parsedExpression, true, Optional.empty(), context);
    if (newExpr instanceof LambdaExpr) {
        context.getPackageModel().registerLambdaReturnType((LambdaExpr) newExpr, DrlxParseUtil.getClassFromType(context.getTypeResolver(), parsedExpression.getType()));
    }
    fromCall.addArgument(newExpr);
    return of(fromCall);
}",java:S1172,
"protected void convert(Context context, GtfsStopTime gtfsStopTime, GtfsTrip gtfsTrip, VehicleJourneyAtStop vehicleJourneyAtStop){
    Referential referential = (Referential) context.get(REFERENTIAL);
    GtfsImportParameters configuration = (GtfsImportParameters) context.get(CONFIGURATION);
    String vjasObjectId = AbstractConverter.composeObjectId(configuration, ObjectIdTypes.VEHICLE_JOURNEY_AT_STOP_KEY, UUID.randomUUID().toString(), log);
    vehicleJourneyAtStop.setObjectId(vjasObjectId);
    String objectId = gtfsStopTime.getStopId();
    StopPoint stopPoint = ObjectFactory.getStopPoint(referential, objectId);
    vehicleJourneyAtStop.setStopPoint(stopPoint);
    vehicleJourneyAtStop.setArrivalTime(gtfsStopTime.getArrivalTime().getTime());
    vehicleJourneyAtStop.setDepartureTime(gtfsStopTime.getDepartureTime().getTime());
    vehicleJourneyAtStop.setArrivalDayOffset(gtfsStopTime.getArrivalTime().getDay());
    vehicleJourneyAtStop.setDepartureDayOffset(gtfsStopTime.getDepartureTime().getDay());
    if (gtfsStopTime.getStopHeadsign() != null) {
        DestinationDisplay destinationDisplay = ObjectFactory.getDestinationDisplay(referential, gtfsStopTime.getTripId() + ""-"" + gtfsStopTime.getStopSequence() + ""-"" + gtfsStopTime.getStopId());
        destinationDisplay.setFrontText(gtfsStopTime.getStopHeadsign());
        stopPoint.setDestinationDisplay(destinationDisplay);
    }
}",java:S1172,
"public static void main(String[] args){
    String passwordToHash = ""admin"";
    String generatedPassword = null;
    try {
        MessageDigest md = MessageDigest.getInstance(""MD5"");
        md.update(passwordToHash.getBytes());
        byte[] bytes = md.digest();
        StringBuilder sb = new StringBuilder();
        for (int i = 0; i < bytes.length; i++) {
            sb.append(Integer.toString((bytes[i] & 0xff) + 0x100, 16).substring(1));
        }
        generatedPassword = sb.toString();
    } catch (NoSuchAlgorithmException e) {
        e.printStackTrace();
    }
    System.out.println(generatedPassword);
}",java:S1172,
"public void spawnMonstersByConfigId(SceneGroup group, int configId, int delayTime){
    var entity = scene.getEntityByConfigId(configId);
    if (entity != null && entity.getGroupId() == group.id) {
        Grasscutter.getLogger().debug(""entity already exists failed in group {} with config {}"", group.id, configId);
        return;
    }
    entity = createMonster(group.id, group.block_id, group.monsters.get(configId));
    if (entity != null) {
        getScene().addEntity(entity);
    } else {
        Grasscutter.getLogger().warn(""failed to create entity with group {} and config {}"", group.id, configId);
    }
}",java:S1172,
"public void lookupIdentifier(BibEntry bibEntry){
    LOGGER.warn(""Unable to lookup identifier for '{}'"", field.getDisplayName());
}",java:S1172,
"public void addAssociation(BuildContext context, Rule rule){
    addAssociation(rule);
}",java:S1172,
" void setPartitioningStrategy(PartitioningStrategy partitioningStrategy){
}",java:S1172,
" ContentProvider serialize(final Object body, final Class<?>... additionalTypes) throws SalesforceException{
    return new InputStreamContentProvider(toJson(body));
}",java:S1172,
"private Body parseBodyText(MotivationTypes motivation, String bodyText) throws JsonParseException{
    Body body = BodyObjectFactory.getInstance().createObjectInstance(BodyInternalTypes.TAG);
    body.setValue(bodyText);
    body.setContentType(WebAnnotationModelKeywords.MIME_TYPE_TEXT_PLAIN);
    return body;
}",java:S1172,
"private UtilizationReport queryHourlyReportsByDuration(String name, String domain, Date start, Date end){
    long startTime = start.getTime();
    long endTime = end.getTime();
    UtilizationReportMerger merger = new UtilizationReportMerger(new UtilizationReport(domain));
    for (; startTime < endTime; startTime = startTime + TimeHelper.ONE_HOUR) {
        Date date = new Date(startTime);
        UtilizationReport reportModel = m_reportService.queryReport(domain, date, new Date(date.getTime() + TimeHelper.ONE_HOUR));
        reportModel.accept(merger);
    }
    UtilizationReport utilizationReport = merger.getUtilizationReport();
    utilizationReport.setStartTime(start);
    utilizationReport.setEndTime(end);
    return utilizationReport;
}",java:S1172,
"private void verifyRegisteredWithRightExecutor(ChannelHandlerContext ctx){
    if (!executor.inEventLoop()) {
        throw new IllegalArgumentException(""Channel handler MUST be registered with the same EventExecutor that it is "" + ""created with."");
    }
}",java:S1172,
" Object getValue(Object obj, String attributePath) throws Exception{
    return getValue(obj);
}",java:S1172,
"protected URI getDefaultFaultAction(Object endpoint, MessageAddressingProperties requestMap){
    URI requestAction = requestMap.getAction();
    if (requestAction != null) {
        return URI.create(requestAction.toString() + getFaultActionSuffix());
    } else {
        return null;
    }
}",java:S1172,
"protected void handleInstances(String[] args){
    Collection<DistributedObject> distributedObjects = client.getDistributedObjects();
    for (DistributedObject distributedObject : distributedObjects) {
        println(distributedObject);
    }
}",java:S1172,
"private HeartbeatReport getReport(String domain, String ipAddress, long date, ModelPeriod period){
    ModelRequest request = new ModelRequest(domain, date).setProperty(""ip"", ipAddress);
    if (m_service.isEligable(request)) {
        ModelResponse<HeartbeatReport> response = m_service.invoke(request);
        HeartbeatReport report = response.getModel();
        return report;
    } else {
        throw new RuntimeException(""Internal error: no eligable ip service registered for "" + request + ""!"");
    }
}",java:S1172,
"public Shuttle preVisit(ClassDeclaration classDeclaration){
    return this;
}",java:S1172,
"protected boolean isRollbackSupported(final TState state){
    return false;
}",java:S1172,
"protected void handleQPeek(String[] args){
    println(getQueue().peek());
}",java:S1172,
"protected boolean waitInitialized(Env env){
    return false;
}",java:S1172,
"public Shuttle preVisit(TernaryExpression ternaryExpression){
    return this;
}",java:S1172,
"public boolean rollback(String line) throws SQLException{
    if (!(beeLine.assertConnection())) {
        return false;
    }
    if (!(beeLine.assertAutoCommit())) {
        return false;
    }
    try {
        long start = System.currentTimeMillis();
        beeLine.getDatabaseConnection().getConnection().rollback();
        long end = System.currentTimeMillis();
        beeLine.showWarnings();
        beeLine.info(beeLine.loc(""rollback-complete"") + "" "" + beeLine.locElapsedTime(end - start));
        return true;
    } catch (Exception e) {
        return beeLine.error(e);
    }
}",java:S1172,
"public static RexNode swapTableColumnReferences(final RexBuilder rexBuilder, final RexNode node, @Nullable final Map<RelTableRef, RelTableRef> tableMapping, @Nullable final Map<RexTableInputRef, Set<RexTableInputRef>> ec){
    RexShuttle visitor = new RexShuttle() {

        @Override
        public RexNode visitTableInputRef(RexTableInputRef inputRef) {
            if (tableMapping != null) {
                RexTableInputRef inputRefFinal = inputRef;
                inputRef = RexTableInputRef.of(requireNonNull(tableMapping.get(inputRef.getTableRef()), () -> ""tableMapping.get(...) for "" + inputRefFinal.getTableRef()), inputRef.getIndex(), inputRef.getType());
            }
            if (ec != null) {
                Set<RexTableInputRef> s = ec.get(inputRef);
                if (s != null) {
                    inputRef = s.iterator().next();
                }
            }
            return inputRef;
        }
    };
    return visitor.apply(node);
}",java:S1172,
"public Shuttle preVisit(ConstructorDeclaration constructorDeclaration){
    return this;
}",java:S1172,
"protected CompletableFuture<T> callGetAndReplaceAsync(K key, Data keyData, V newValue, Data newValueData, Data expiryPolicyData, boolean withCompletionEvent, BiConsumer<T, Throwable> statsCallback){
    return doGetAndReplaceOnServer(keyData, newValueData, expiryPolicyData, withCompletionEvent, statsCallback);
}",java:S1172,
"public static ScannableTable states(boolean b){
    return eval(STATE_ROWS);
}",java:S1172,
"protected void removeAllKeysInternal(Set<? extends K> keys, Collection<Data> dataKeys, long startNanos){
    int partitionCount = getContext().getPartitionService().getPartitionCount();
    int completionId = nextCompletionId();
    listenerCompleter.registerCompletionLatch(completionId, partitionCount);
    ClientMessage request = CacheRemoveAllKeysCodec.encodeRequest(nameWithPrefix, dataKeys, completionId);
    try {
        invoke(request);
        listenerCompleter.waitCompletionLatch(completionId, null);
        if (statisticsEnabled) {
            statsHandler.onBatchRemove(startNanos, dataKeys.size());
        }
    } catch (Throwable t) {
        listenerCompleter.deregisterCompletionLatch(completionId);
        throw rethrowAllowedTypeFirst(t, CacheException.class);
    }
}",java:S1172,
" Object getOptionsFromCoder(final Coder coder, final InputStream in) throws IOException{
    return null;
}",java:S1172,
"public static MetaTableSchema<T> create(Class<T> itemClass){
    return new MetaTableSchema<>();
}",java:S1172,
"public Shuttle preVisit(NewArrayExpression newArrayExpression){
    return this;
}",java:S1172,
"private void check3Route5(Context context, int rank, Route route, int rankWb, Route routeWb){
    if (route.getOppositeRoute() != null)
        return;
    List<StopArea> areas = NeptuneUtil.getStopAreaOfRoute(route);
    if (areas.isEmpty())
        return;
    StopArea firstBoarding = areas.get(0);
    StopArea lastBoarding = areas.get(areas.size() - 1);
    if (firstBoarding == null || lastBoarding == null)
        return;
    StopArea first = firstBoarding.getParent();
    StopArea last = lastBoarding.getParent();
    if (first == null || last == null)
        return;
    prepareCheckPoint(context, ROUTE_5);
    if (routeWb.getOppositeRoute() != null)
        return;
    List<StopArea> areasWb = NeptuneUtil.getStopAreaOfRoute(routeWb);
    if (!areasWb.isEmpty()) {
        StopArea firstWbChild = areasWb.get(0);
        StopArea lastWbChild = areasWb.get(areasWb.size() - 1);
        if (firstWbChild == null || lastWbChild == null)
            return;
        StopArea firstWb = firstWbChild.getParent();
        StopArea lastWb = lastWbChild.getParent();
        if (firstWb == null || lastWb == null)
            return;
        if (firstWb.equals(last) && lastWb.equals(first)) {
            DataLocation location = buildLocation(context, route);
            DataLocation target = buildLocation(context, routeWb);
            ValidationReporter reporter = ValidationReporter.Factory.getInstance();
            reporter.addCheckPointReportError(context, ROUTE_5, location, null, null, target);
        }
    }
}",java:S1172,
"protected V callPutSync(K key, Data keyData, V value, Data valueData, Data expiryPolicyData, boolean isGet) throws InterruptedException, ExecutionException{
    ClientInvocationFuture invocationFuture = putInternal(keyData, valueData, expiryPolicyData, isGet, true);
    ClientDelegatingFuture<V> delegatingFuture = newDelegatingFuture(invocationFuture, CachePutCodec::decodeResponse);
    return delegatingFuture.get();
}",java:S1172,
"public static Builder<T> builder(Class<? extends T> itemClass){
    return new BuilderImpl<>();
}",java:S1172,
"private void rollbackFromDropOnConfigNodes(ConfigNodeProcedureEnv env){
    LOGGER.info(""DropPipePluginProcedure: rollbackFromDropOnConfigNodes({})"", pluginName);
}",java:S1172,
"protected ResourceInfo updateResourceInfo(int task_id, ResourceInfo res){
    ResourceInfo resourceInfo = null;
    if (res != null) {
        String resourceFullName = res.getResourceName();
        if (StringUtils.isBlank(resourceFullName)) {
            log.error(""invalid resource full name, {}"", resourceFullName);
            return new ResourceInfo();
        }
        resourceInfo = new ResourceInfo();
        resourceInfo.setId(-1);
        resourceInfo.setResourceName(resourceFullName);
        log.info(""updated resource info {}"", JSONUtils.toJsonString(resourceInfo));
    }
    return resourceInfo;
}",java:S1172,
"private static long warmUp(byte[] data, int ledgers, int ensemble, int qSize, byte[] passwd, ClientConfiguration conf) throws KeeperException, IOException, InterruptedException, BKException{
    final CountDownLatch connectLatch = new CountDownLatch(1);
    final int bookies;
    String bookieRegistrationPath = ZKMetadataDriverBase.resolveZkLedgersRootPath(conf) + ""/"" + AVAILABLE_NODE;
    ZooKeeper zk = null;
    try {
        final String servers = ZKMetadataDriverBase.resolveZkServers(conf);
        zk = new ZooKeeper(servers, 15000, new Watcher() {

            @Override
            public void process(WatchedEvent event) {
                if (event.getState() == KeeperState.SyncConnected) {
                    connectLatch.countDown();
                }
            }
        });
        if (!connectLatch.await(10, TimeUnit.SECONDS)) {
            LOG.error(""Couldn't connect to zookeeper at "" + servers);
            throw new IOException(""Couldn't connect to zookeeper "" + servers);
        }
        bookies = zk.getChildren(bookieRegistrationPath, false).size() - 1;
    } finally {
        if (zk != null) {
            zk.close();
        }
    }
    BenchThroughputLatency warmup = new BenchThroughputLatency(bookies, bookies, bookies, passwd, ledgers, 10000, conf);
    warmup.setEntryData(data);
    Thread thread = new Thread(warmup);
    thread.start();
    thread.join();
    warmup.close();
    return warmup.getThroughput();
}",java:S1172,
"public Builder withMinimumSurprise(double v){
    predicate = spaceColumnPair -> {
        @SuppressWarnings(""unused"")
        final Space space = spaceColumnPair.left;
        return false;
    };
    return this;
}",java:S1172,
"private void check3StopArea3(Context context, int rank, StopArea stopArea, int rank2, StopArea stopArea2){
    if (!stopArea2.getAreaType().equals(stopArea.getAreaType()))
        return;
    if (!Objects.equals(stopArea.getName(), stopArea2.getName())) {
        return;
    }
    if (stopArea.getStreetName() != null && !stopArea.getStreetName().equals(stopArea2.getStreetName())) {
        return;
    }
    if (stopArea.getCountryCode() != null && !stopArea.getCountryCode().equals(stopArea2.getCountryCode())) {
        return;
    }
    Collection<String> lines = getLines(context, stopArea);
    Collection<String> lines2 = getLines(context, stopArea2);
    if (lines.containsAll(lines2) && lines2.containsAll(lines)) {
        DataLocation source = buildLocation(context, stopArea);
        DataLocation target = buildLocation(context, stopArea2);
        ValidationReporter reporter = ValidationReporter.Factory.getInstance();
        reporter.addCheckPointReportError(context, STOP_AREA_3, source, null, null, target);
    }
}",java:S1172,
"public void fetchBibliographyInformation(BibEntry bibEntry){
    LOGGER.warn(""Unable to fetch bibliography information using the '{}' identifier"", field.getDisplayName());
}",java:S1172,
"private Object argValueFor(final int i){
    return NullNode.getInstance();
}",java:S1172,
"public void writeLong(long l, String tag) throws IOException{
    out.writeLong(l);
}",java:S1172,
"public void process(File blastXMLFile, File gffFile, File gffOutputFile, double maxEScore, double percentageAligned, boolean includeFrameShift, boolean includeNegativeStrand) throws Exception{
    BlastXMLQuery blastXMLQuery = new BlastXMLQuery(blastXMLFile.getAbsolutePath());
    LinkedHashMap<String, ArrayList<String>> hits = blastXMLQuery.getHitsQueryDef(maxEScore);
    FeatureList listGenes = GeneMarkGTFReader.read(gffFile.getAbsolutePath());
    FeatureList hitGenes = new FeatureList();
    for (String id : hits.keySet()) {
        String[] values = id.split("" "");
        String gene_id = values[0];
        FeatureList gene = listGenes.selectByAttribute(""gene_id"", gene_id);
        for (FeatureI geneFeature : gene) {
            if (!includeNegativeStrand && geneFeature.location().isNegative()) {
                continue;
            }
            if (!includeFrameShift) {
                boolean frameShift = false;
                FeatureList cdsList = gene.selectByType(""CDS"");
                for (FeatureI cdsFeature : cdsList) {
                    int frame = ((Feature) cdsFeature).frame();
                    if (frame != 0) {
                        frameShift = true;
                        break;
                    }
                }
                if (frameShift)
                    continue;
            }
            hitGenes.add(geneFeature);
        }
    }
}",java:S1172,
