function,smellKey,smellKey_encoded
"public void processMultiPart(final Exchange exchange) throws Exception{
    File filePayload = null;
    Object obj = exchange.getIn().getMandatoryBody();
    if (obj instanceof WrappedFile) {
        obj = ((WrappedFile<?>) obj).getFile();
    }
    if (obj instanceof File) {
        filePayload = (File) obj;
    } else {
        throw new IllegalArgumentException(""aws2-s3: MultiPart upload requires a File input."");
    }
    Map<String, String> objectMetadata = determineMetadata(exchange);
    Long contentLength = exchange.getIn().getHeader(AWS2S3Constants.CONTENT_LENGTH, Long.class);
    if (contentLength == null || contentLength == 0) {
        contentLength = filePayload.length();
    }
    objectMetadata.put(""Content-Length"", contentLength.toString());
    final String keyName = AWS2S3Utils.determineKey(exchange, getConfiguration());
    CreateMultipartUploadRequest.Builder createMultipartUploadRequest = CreateMultipartUploadRequest.builder().bucket(getConfiguration().getBucketName()).key(keyName);
    String storageClass = AWS2S3Utils.determineStorageClass(exchange, getConfiguration());
    if (storageClass != null) {
        createMultipartUploadRequest.storageClass(storageClass);
    }
    String cannedAcl = exchange.getIn().getHeader(AWS2S3Constants.CANNED_ACL, String.class);
    if (cannedAcl != null) {
        ObjectCannedACL objectAcl = ObjectCannedACL.valueOf(cannedAcl);
        createMultipartUploadRequest.acl(objectAcl);
    }
    BucketCannedACL acl = exchange.getIn().getHeader(AWS2S3Constants.ACL, BucketCannedACL.class);
    if (acl != null) {
        createMultipartUploadRequest.acl(acl.toString());
    }
    String contentType = exchange.getIn().getHeader(AWS2S3Constants.CONTENT_TYPE, String.class);
    if (contentType != null) {
        createMultipartUploadRequest.contentType(contentType);
    }
    String cacheControl = exchange.getIn().getHeader(AWS2S3Constants.CACHE_CONTROL, String.class);
    if (cacheControl != null) {
        createMultipartUploadRequest.cacheControl(cacheControl);
    }
    String contentDisposition = exchange.getIn().getHeader(AWS2S3Constants.CONTENT_DISPOSITION, String.class);
    if (contentDisposition != null) {
        createMultipartUploadRequest.contentDisposition(contentDisposition);
    }
    String contentEncoding = exchange.getIn().getHeader(AWS2S3Constants.CONTENT_ENCODING, String.class);
    if (contentEncoding != null) {
        createMultipartUploadRequest.contentEncoding(contentEncoding);
    }
    AWS2S3Utils.setEncryption(createMultipartUploadRequest, getConfiguration());
    LOG.trace(""Initiating multipart upload [{}] from exchange [{}]..."", createMultipartUploadRequest, exchange);
    CreateMultipartUploadResponse initResponse = getEndpoint().getS3Client().createMultipartUpload(createMultipartUploadRequest.build());
    List<CompletedPart> completedParts = new ArrayList<CompletedPart>();
    long partSize = getConfiguration().getPartSize();
    CompleteMultipartUploadResponse uploadResult = null;
    long filePosition = 0;
    try {
        for (int part = 1; filePosition < contentLength; part++) {
            partSize = Math.min(partSize, contentLength - filePosition);
            UploadPartRequest uploadRequest = UploadPartRequest.builder().bucket(getConfiguration().getBucketName()).key(keyName).uploadId(initResponse.uploadId()).partNumber(part).build();
            LOG.trace(""Uploading part [{}] for {}"", part, keyName);
            try (InputStream fileInputStream = new FileInputStream(filePayload)) {
                if (filePosition > 0) {
                    long skipped = fileInputStream.skip(filePosition);
                    if (skipped == 0) {
                        LOG.warn(""While trying to upload the file {} file, 0 bytes were skipped"", keyName);
                    }
                }
                String etag = getEndpoint().getS3Client().uploadPart(uploadRequest, RequestBody.fromInputStream(fileInputStream, partSize)).eTag();
                CompletedPart partUpload = CompletedPart.builder().partNumber(part).eTag(etag).build();
                completedParts.add(partUpload);
                filePosition += partSize;
            }
        }
        CompletedMultipartUpload completeMultipartUpload = CompletedMultipartUpload.builder().parts(completedParts).build();
        CompleteMultipartUploadRequest compRequest = CompleteMultipartUploadRequest.builder().multipartUpload(completeMultipartUpload).bucket(getConfiguration().getBucketName()).key(keyName).uploadId(initResponse.uploadId()).build();
        uploadResult = getEndpoint().getS3Client().completeMultipartUpload(compRequest);
    } catch (Exception e) {
        getEndpoint().getS3Client().abortMultipartUpload(AbortMultipartUploadRequest.builder().bucket(getConfiguration().getBucketName()).key(keyName).uploadId(initResponse.uploadId()).build());
        throw e;
    }
    Message message = getMessageForResponse(exchange);
    message.setHeader(AWS2S3Constants.E_TAG, uploadResult.eTag());
    if (uploadResult.versionId() != null) {
        message.setHeader(AWS2S3Constants.VERSION_ID, uploadResult.versionId());
    }
    if (getConfiguration().isDeleteAfterWrite()) {
        FileUtil.deleteFile(filePayload);
    }
}",java:S3776,39
"public void processMultiPart(final Exchange exchange) throws Exception{
    File filePayload = null;
    Object obj = exchange.getIn().getMandatoryBody();
    if (obj instanceof WrappedFile) {
        obj = ((WrappedFile<?>) obj).getFile();
    }
    if (obj instanceof File) {
        filePayload = (File) obj;
    } else {
        throw new IllegalArgumentException(""aws2-s3: MultiPart upload requires a File input."");
    }
    Map<String, String> objectMetadata = determineMetadata(exchange);
    Long contentLength = exchange.getIn().getHeader(AWS2S3Constants.CONTENT_LENGTH, Long.class);
    if (contentLength == null || contentLength == 0) {
        contentLength = filePayload.length();
    }
    objectMetadata.put(""Content-Length"", contentLength.toString());
    final String keyName = AWS2S3Utils.determineKey(exchange, getConfiguration());
    CreateMultipartUploadRequest.Builder createMultipartUploadRequest = CreateMultipartUploadRequest.builder().bucket(getConfiguration().getBucketName()).key(keyName);
    String storageClass = AWS2S3Utils.determineStorageClass(exchange, getConfiguration());
    if (storageClass != null) {
        createMultipartUploadRequest.storageClass(storageClass);
    }
    String cannedAcl = exchange.getIn().getHeader(AWS2S3Constants.CANNED_ACL, String.class);
    if (cannedAcl != null) {
        ObjectCannedACL objectAcl = ObjectCannedACL.valueOf(cannedAcl);
        createMultipartUploadRequest.acl(objectAcl);
    }
    BucketCannedACL acl = exchange.getIn().getHeader(AWS2S3Constants.ACL, BucketCannedACL.class);
    if (acl != null) {
        createMultipartUploadRequest.acl(acl.toString());
    }
    String contentType = exchange.getIn().getHeader(AWS2S3Constants.CONTENT_TYPE, String.class);
    if (contentType != null) {
        createMultipartUploadRequest.contentType(contentType);
    }
    String cacheControl = exchange.getIn().getHeader(AWS2S3Constants.CACHE_CONTROL, String.class);
    if (cacheControl != null) {
        createMultipartUploadRequest.cacheControl(cacheControl);
    }
    String contentDisposition = exchange.getIn().getHeader(AWS2S3Constants.CONTENT_DISPOSITION, String.class);
    if (contentDisposition != null) {
        createMultipartUploadRequest.contentDisposition(contentDisposition);
    }
    String contentEncoding = exchange.getIn().getHeader(AWS2S3Constants.CONTENT_ENCODING, String.class);
    if (contentEncoding != null) {
        createMultipartUploadRequest.contentEncoding(contentEncoding);
    }
    AWS2S3Utils.setEncryption(createMultipartUploadRequest, getConfiguration());
    LOG.trace(""Initiating multipart upload [{}] from exchange [{}]..."", createMultipartUploadRequest, exchange);
    CreateMultipartUploadResponse initResponse = getEndpoint().getS3Client().createMultipartUpload(createMultipartUploadRequest.build());
    List<CompletedPart> completedParts = new ArrayList<CompletedPart>();
    long partSize = getConfiguration().getPartSize();
    CompleteMultipartUploadResponse uploadResult = null;
    long filePosition = 0;
    try {
        for (int part = 1; filePosition < contentLength; part++) {
            partSize = Math.min(partSize, contentLength - filePosition);
            UploadPartRequest uploadRequest = UploadPartRequest.builder().bucket(getConfiguration().getBucketName()).key(keyName).uploadId(initResponse.uploadId()).partNumber(part).build();
            LOG.trace(""Uploading part [{}] for {}"", part, keyName);
            try (InputStream fileInputStream = new FileInputStream(filePayload)) {
                if (filePosition > 0) {
                    long skipped = fileInputStream.skip(filePosition);
                    if (skipped == 0) {
                        LOG.warn(""While trying to upload the file {} file, 0 bytes were skipped"", keyName);
                    }
                }
                String etag = getEndpoint().getS3Client().uploadPart(uploadRequest, RequestBody.fromInputStream(fileInputStream, partSize)).eTag();
                CompletedPart partUpload = CompletedPart.builder().partNumber(part).eTag(etag).build();
                completedParts.add(partUpload);
                filePosition += partSize;
            }
        }
        CompletedMultipartUpload completeMultipartUpload = CompletedMultipartUpload.builder().parts(completedParts).build();
        CompleteMultipartUploadRequest compRequest = CompleteMultipartUploadRequest.builder().multipartUpload(completeMultipartUpload).bucket(getConfiguration().getBucketName()).key(keyName).uploadId(initResponse.uploadId()).build();
        uploadResult = getEndpoint().getS3Client().completeMultipartUpload(compRequest);
    } catch (Exception e) {
        getEndpoint().getS3Client().abortMultipartUpload(AbortMultipartUploadRequest.builder().bucket(getConfiguration().getBucketName()).key(keyName).uploadId(initResponse.uploadId()).build());
        throw e;
    }
    Message message = getMessageForResponse(exchange);
    message.setHeader(AWS2S3Constants.E_TAG, uploadResult.eTag());
    if (uploadResult.versionId() != null) {
        message.setHeader(AWS2S3Constants.VERSION_ID, uploadResult.versionId());
    }
    if (getConfiguration().isDeleteAfterWrite()) {
        FileUtil.deleteFile(filePayload);
    }
}",java:S112,4
"public void processSingleOp(final Exchange exchange) throws Exception{
    PutObjectRequest.Builder putObjectRequest = PutObjectRequest.builder();
    Map<String, String> objectMetadata = determineMetadata(exchange);
    long contentLength = exchange.getIn().getHeader(AWS2S3Constants.CONTENT_LENGTH, -1, Long.class);
    Object obj = exchange.getIn().getMandatoryBody();
    InputStream inputStream = null;
    File filePayload = null;
    try {
        if (obj instanceof WrappedFile) {
            obj = ((WrappedFile<?>) obj).getFile();
        }
        if (obj instanceof File) {
            filePayload = (File) obj;
            contentLength = filePayload.length();
        } else {
            inputStream = exchange.getIn().getMandatoryBody(InputStream.class);
            if (contentLength <= 0) {
                contentLength = AWS2S3Utils.determineLengthInputStream(inputStream);
                if (contentLength == -1) {
                    LOG.debug(""The content length is not defined. It needs to be determined by reading the data into memory"");
                    ByteArrayOutputStream baos = new ByteArrayOutputStream();
                    IOHelper.copyAndCloseInput(inputStream, baos);
                    byte[] arr = baos.toByteArray();
                    contentLength = arr.length;
                    inputStream = new ByteArrayInputStream(arr);
                }
            }
        }
        doPutObject(exchange, putObjectRequest, objectMetadata, filePayload, inputStream, contentLength);
    } finally {
        IOHelper.close(inputStream);
    }
    if (getConfiguration().isDeleteAfterWrite() && filePayload != null) {
        FileUtil.deleteFile(filePayload);
    }
}",java:S112,4
"private void doPutObject(Exchange exchange, PutObjectRequest.Builder putObjectRequest, Map<String, String> objectMetadata, File file, InputStream inputStream, long contentLength){
    final String bucketName = AWS2S3Utils.determineBucketName(exchange, getConfiguration());
    final String key = AWS2S3Utils.determineKey(exchange, getConfiguration());
    putObjectRequest.bucket(bucketName).key(key).metadata(objectMetadata);
    String storageClass = AWS2S3Utils.determineStorageClass(exchange, getConfiguration());
    if (storageClass != null) {
        putObjectRequest.storageClass(storageClass);
    }
    String cannedAcl = exchange.getIn().getHeader(AWS2S3Constants.CANNED_ACL, String.class);
    if (cannedAcl != null) {
        ObjectCannedACL objectAcl = ObjectCannedACL.valueOf(cannedAcl);
        putObjectRequest.acl(objectAcl);
    }
    String contentType = exchange.getIn().getHeader(AWS2S3Constants.CONTENT_TYPE, String.class);
    if (contentType != null) {
        putObjectRequest.contentType(contentType);
    }
    String cacheControl = exchange.getIn().getHeader(AWS2S3Constants.CACHE_CONTROL, String.class);
    if (cacheControl != null) {
        putObjectRequest.cacheControl(cacheControl);
    }
    String contentDisposition = exchange.getIn().getHeader(AWS2S3Constants.CONTENT_DISPOSITION, String.class);
    if (contentDisposition != null) {
        putObjectRequest.contentDisposition(contentDisposition);
    }
    String contentEncoding = exchange.getIn().getHeader(AWS2S3Constants.CONTENT_ENCODING, String.class);
    if (contentEncoding != null) {
        putObjectRequest.contentEncoding(contentEncoding);
    }
    if (contentLength > 0) {
        putObjectRequest.contentLength(contentLength);
    }
    BucketCannedACL acl = exchange.getIn().getHeader(AWS2S3Constants.ACL, BucketCannedACL.class);
    if (acl != null) {
        putObjectRequest.acl(acl.toString());
    }
    String contentMd5 = exchange.getIn().getHeader(AWS2S3Constants.CONTENT_MD5, String.class);
    if (contentMd5 != null) {
        putObjectRequest.contentMD5(contentMd5);
    }
    if (getConfiguration().isUseAwsKMS()) {
        if (ObjectHelper.isNotEmpty(getConfiguration().getAwsKMSKeyId())) {
            putObjectRequest.ssekmsKeyId(getConfiguration().getAwsKMSKeyId());
            putObjectRequest.serverSideEncryption(ServerSideEncryption.AWS_KMS);
        }
    }
    if (getConfiguration().isUseSSES3()) {
        putObjectRequest.serverSideEncryption(ServerSideEncryption.AES256);
    }
    if (getConfiguration().isUseCustomerKey()) {
        if (ObjectHelper.isNotEmpty(getConfiguration().getCustomerKeyId())) {
            putObjectRequest.sseCustomerKey(getConfiguration().getCustomerKeyId());
        }
        if (ObjectHelper.isNotEmpty(getConfiguration().getCustomerKeyMD5())) {
            putObjectRequest.sseCustomerKeyMD5(getConfiguration().getCustomerKeyMD5());
        }
        if (ObjectHelper.isNotEmpty(getConfiguration().getCustomerAlgorithm())) {
            putObjectRequest.sseCustomerAlgorithm(getConfiguration().getCustomerAlgorithm());
        }
    }
    LOG.trace(""Put object [{}] from exchange [{}]..."", putObjectRequest, exchange);
    RequestBody rb;
    if (file != null) {
        rb = RequestBody.fromFile(file);
    } else {
        rb = RequestBody.fromInputStream(inputStream, contentLength);
    }
    PutObjectResponse putObjectResult = getEndpoint().getS3Client().putObject(putObjectRequest.build(), rb);
    LOG.trace(""Received result [{}]"", putObjectResult);
    Message message = getMessageForResponse(exchange);
    message.setHeader(AWS2S3Constants.E_TAG, putObjectResult.eTag());
    if (putObjectResult.versionId() != null) {
        message.setHeader(AWS2S3Constants.VERSION_ID, putObjectResult.versionId());
    }
}",java:S3776,39
"private void copyObject(S3Client s3Client, Exchange exchange) throws InvalidPayloadException{
    final String bucketName = AWS2S3Utils.determineBucketName(exchange, getConfiguration());
    final String sourceKey = AWS2S3Utils.determineKey(exchange, getConfiguration());
    final String destinationKey = exchange.getIn().getHeader(AWS2S3Constants.DESTINATION_KEY, String.class);
    final String bucketNameDestination = exchange.getIn().getHeader(AWS2S3Constants.BUCKET_DESTINATION_NAME, String.class);
    if (getConfiguration().isPojoRequest()) {
        Object payload = exchange.getIn().getMandatoryBody();
        if (payload instanceof CopyObjectRequest) {
            CopyObjectResponse result;
            result = s3Client.copyObject((CopyObjectRequest) payload);
            Message message = getMessageForResponse(exchange);
            message.setBody(result);
        }
    } else {
        if (ObjectHelper.isEmpty(bucketNameDestination)) {
            throw new IllegalArgumentException(""Bucket Name Destination must be specified for copyObject Operation"");
        }
        if (ObjectHelper.isEmpty(destinationKey)) {
            throw new IllegalArgumentException(""Destination Key must be specified for copyObject Operation"");
        }
        CopyObjectRequest.Builder copyObjectRequest = CopyObjectRequest.builder().destinationBucket(bucketNameDestination).destinationKey(destinationKey).sourceBucket(bucketName).sourceKey(sourceKey);
        if (getConfiguration().isUseAwsKMS()) {
            if (ObjectHelper.isNotEmpty(getConfiguration().getAwsKMSKeyId())) {
                copyObjectRequest.ssekmsKeyId(getConfiguration().getAwsKMSKeyId());
                copyObjectRequest.serverSideEncryption(ServerSideEncryption.AWS_KMS);
            }
        }
        if (getConfiguration().isUseSSES3()) {
            copyObjectRequest.serverSideEncryption(ServerSideEncryption.AES256);
        }
        if (getConfiguration().isUseCustomerKey()) {
            if (ObjectHelper.isNotEmpty(getConfiguration().getCustomerKeyId())) {
                copyObjectRequest.sseCustomerKey(getConfiguration().getCustomerKeyId());
            }
            if (ObjectHelper.isNotEmpty(getConfiguration().getCustomerKeyMD5())) {
                copyObjectRequest.sseCustomerKeyMD5(getConfiguration().getCustomerKeyMD5());
            }
            if (ObjectHelper.isNotEmpty(getConfiguration().getCustomerAlgorithm())) {
                copyObjectRequest.sseCustomerAlgorithm(getConfiguration().getCustomerAlgorithm());
            }
        }
        CopyObjectResponse copyObjectResult = s3Client.copyObject(copyObjectRequest.build());
        Message message = getMessageForResponse(exchange);
        if (copyObjectResult.versionId() != null) {
            message.setHeader(AWS2S3Constants.VERSION_ID, copyObjectResult.versionId());
        }
    }
}",java:S3776,39
"private String fileNameToUpload(String fileName, AWSS3NamingStrategyEnum strategy, String ext, AtomicInteger part, UUID id){
    String dynamicKeyName;
    switch(strategy) {
        case progressive:
            if (part.get() > 0) {
                if (ObjectHelper.isNotEmpty(ext)) {
                    dynamicKeyName = fileName + ""-"" + part + ext;
                } else {
                    dynamicKeyName = fileName + ""-"" + part;
                }
            } else {
                if (ObjectHelper.isNotEmpty(ext)) {
                    dynamicKeyName = fileName + ext;
                } else {
                    dynamicKeyName = fileName;
                }
            }
            break;
        case random:
            if (part.get() > 0) {
                if (ObjectHelper.isNotEmpty(ext)) {
                    dynamicKeyName = fileName + ""-"" + id.toString() + ext;
                } else {
                    dynamicKeyName = fileName + ""-"" + id.toString();
                }
            } else {
                if (ObjectHelper.isNotEmpty(ext)) {
                    dynamicKeyName = fileName + ext;
                } else {
                    dynamicKeyName = fileName;
                }
            }
            break;
        default:
            throw new IllegalArgumentException(""Unsupported operation"");
    }
    return dynamicKeyName;
}",java:S3776,39
"private software.amazon.awssdk.services.ses.model.RawMessage createRawMessage(Exchange exchange) throws Exception{
    software.amazon.awssdk.services.ses.model.RawMessage.Builder message = software.amazon.awssdk.services.ses.model.RawMessage.builder();
    jakarta.mail.Message content = exchange.getIn().getBody(jakarta.mail.Message.class);
    OutputStream byteOutput = new ByteArrayOutputStream();
    try {
        content.writeTo(byteOutput);
    } catch (Exception e) {
        LOG.error(""Cannot write to byte Array"");
        throw e;
    }
    byte[] messageByteArray = ((ByteArrayOutputStream) byteOutput).toByteArray();
    message.data(SdkBytes.fromByteBuffer(ByteBuffer.wrap(messageByteArray)));
    return message.build();
}",java:S112,4
" Map<String, MessageAttributeValue> translateAttributes(Map<String, Object> headers, Exchange exchange){
    Map<String, MessageAttributeValue> result = new HashMap<>();
    HeaderFilterStrategy headerFilterStrategy = getEndpoint().getHeaderFilterStrategy();
    for (Entry<String, Object> entry : headers.entrySet()) {
        if (!headerFilterStrategy.applyFilterToCamelHeaders(entry.getKey(), entry.getValue(), exchange)) {
            Object value = entry.getValue();
            if (value instanceof String && !((String) value).isEmpty()) {
                MessageAttributeValue.Builder mav = MessageAttributeValue.builder();
                mav.dataType(""String"");
                mav.stringValue((String) value);
                result.put(entry.getKey(), mav.build());
            } else if (value instanceof Number) {
                MessageAttributeValue.Builder mav = MessageAttributeValue.builder();
                mav.dataType(""String"");
                mav.stringValue(value.toString());
                result.put(entry.getKey(), mav.build());
            } else if (value instanceof ByteBuffer) {
                MessageAttributeValue.Builder mav = MessageAttributeValue.builder();
                mav.dataType(""Binary"");
                mav.binaryValue(SdkBytes.fromByteBuffer((ByteBuffer) value));
                result.put(entry.getKey(), mav.build());
            } else if (value instanceof byte[]) {
                MessageAttributeValue.Builder mav = MessageAttributeValue.builder();
                mav.dataType(""Binary"");
                mav.binaryValue(SdkBytes.fromByteArray((byte[]) value));
                result.put(entry.getKey(), mav.build());
            } else if (value instanceof Date) {
                MessageAttributeValue.Builder mav = MessageAttributeValue.builder();
                mav.dataType(""String"");
                mav.stringValue(value.toString());
                result.put(entry.getKey(), mav.build());
            } else if (value instanceof List) {
                String resultString = ((List<?>) value).stream().map(o -> o instanceof String ? String.format(""\""%s\"""", o) : Objects.toString(o)).collect(Collectors.joining("", ""));
                MessageAttributeValue.Builder mav = MessageAttributeValue.builder();
                mav.dataType(""String.Array"");
                mav.stringValue(""["" + resultString + ""]"");
                result.put(entry.getKey(), mav.build());
            } else {
                LOG.warn(""Cannot put the message header key={}, value={} into Sns MessageAttribute"", entry.getKey(), entry.getValue());
            }
        }
    }
    return result;
}",java:S3776,39
"protected void createQueue(SqsClient client) throws IOException{
    if (queueExists(client)) {
        return;
    }
    LOG.trace(""Creating the a queue named '{}'"", configuration.getQueueName());
    CreateQueueRequest.Builder request = CreateQueueRequest.builder().queueName(configuration.getQueueName());
    Map<QueueAttributeName, String> attributes = new EnumMap<>(QueueAttributeName.class);
    if (getConfiguration().isFifoQueue()) {
        attributes.put(QueueAttributeName.FIFO_QUEUE, String.valueOf(true));
        boolean useContentBasedDeduplication = getConfiguration().getMessageDeduplicationIdStrategy() instanceof NullMessageDeduplicationIdStrategy;
        attributes.put(QueueAttributeName.CONTENT_BASED_DEDUPLICATION, String.valueOf(useContentBasedDeduplication));
    }
    if (getConfiguration().getDefaultVisibilityTimeout() != null) {
        attributes.put(QueueAttributeName.VISIBILITY_TIMEOUT, String.valueOf(getConfiguration().getDefaultVisibilityTimeout()));
    }
    if (getConfiguration().getMaximumMessageSize() != null) {
        attributes.put(QueueAttributeName.MAXIMUM_MESSAGE_SIZE, String.valueOf(getConfiguration().getMaximumMessageSize()));
    }
    if (getConfiguration().getMessageRetentionPeriod() != null) {
        attributes.put(QueueAttributeName.MESSAGE_RETENTION_PERIOD, String.valueOf(getConfiguration().getMessageRetentionPeriod()));
    }
    if (getConfiguration().getPolicy() != null) {
        InputStream s = ResourceHelper.resolveMandatoryResourceAsInputStream(this.getCamelContext(), getConfiguration().getPolicy());
        String policy = IOUtils.toString(s, Charset.defaultCharset());
        attributes.put(QueueAttributeName.POLICY, policy);
    }
    if (getConfiguration().getReceiveMessageWaitTimeSeconds() != null) {
        attributes.put(QueueAttributeName.RECEIVE_MESSAGE_WAIT_TIME_SECONDS, String.valueOf(getConfiguration().getReceiveMessageWaitTimeSeconds()));
    }
    if (getConfiguration().getDelaySeconds() != null && getConfiguration().isDelayQueue()) {
        attributes.put(QueueAttributeName.DELAY_SECONDS, String.valueOf(getConfiguration().getDelaySeconds()));
    }
    if (getConfiguration().getRedrivePolicy() != null) {
        attributes.put(QueueAttributeName.REDRIVE_POLICY, getConfiguration().getRedrivePolicy());
    }
    if (getConfiguration().isServerSideEncryptionEnabled()) {
        if (getConfiguration().getKmsMasterKeyId() != null) {
            attributes.put(QueueAttributeName.KMS_MASTER_KEY_ID, getConfiguration().getKmsMasterKeyId());
        }
        if (getConfiguration().getKmsDataKeyReusePeriodSeconds() != null) {
            attributes.put(QueueAttributeName.KMS_DATA_KEY_REUSE_PERIOD_SECONDS, String.valueOf(getConfiguration().getKmsDataKeyReusePeriodSeconds()));
        }
    }
    LOG.trace(""Trying to create queue [{}] with request [{}]..."", configuration.getQueueName(), request);
    request.attributes(attributes);
    try {
        CreateQueueResponse queueResult = client.createQueue(request.build());
        queueUrl = queueResult.queueUrl();
    } catch (SqsException e) {
        if (queueExists(client)) {
            LOG.warn(""The queue may have been created since last check and could not be created"");
            LOG.debug(""AWS SDK error preventing queue creation: {}"", e.getMessage(), e);
        } else {
            throw e;
        }
    }
    LOG.trace(""Queue created and available at: {}"", queueUrl);
}",java:S3776,39
"public static MessageAttributeValue toMessageAttributeValue(Object value){
    if (value instanceof String && !((String) value).isEmpty()) {
        MessageAttributeValue.Builder mav = MessageAttributeValue.builder();
        mav.dataType(""String"");
        mav.stringValue((String) value);
        return mav.build();
    } else if (value instanceof ByteBuffer) {
        MessageAttributeValue.Builder mav = MessageAttributeValue.builder();
        mav.dataType(""Binary"");
        mav.binaryValue(SdkBytes.fromByteBuffer((ByteBuffer) value));
        return mav.build();
    } else if (value instanceof byte[]) {
        MessageAttributeValue.Builder mav = MessageAttributeValue.builder();
        mav.dataType(""Binary"");
        mav.binaryValue(SdkBytes.fromByteArray((byte[]) value));
        return mav.build();
    } else if (value instanceof Boolean) {
        MessageAttributeValue.Builder mav = MessageAttributeValue.builder();
        mav.dataType(""Number.Boolean"");
        mav.stringValue(Boolean.TRUE.equals(value) ? ""1"" : ""0"");
        return mav.build();
    } else if (value instanceof Number) {
        MessageAttributeValue.Builder mav = MessageAttributeValue.builder();
        final String dataType;
        if (value instanceof Integer) {
            dataType = ""Number.int"";
        } else if (value instanceof Byte) {
            dataType = ""Number.byte"";
        } else if (value instanceof Double) {
            dataType = ""Number.double"";
        } else if (value instanceof Float) {
            dataType = ""Number.float"";
        } else if (value instanceof Long) {
            dataType = ""Number.long"";
        } else if (value instanceof Short) {
            dataType = ""Number.short"";
        } else {
            dataType = ""Number"";
        }
        mav.dataType(dataType);
        mav.stringValue(value.toString());
        return mav.build();
    } else if (value instanceof Date) {
        MessageAttributeValue.Builder mav = MessageAttributeValue.builder();
        mav.dataType(""String"");
        mav.stringValue(value.toString());
        return mav.build();
    }
    return null;
}",java:S3776,39
"public static Object fromMessageAttributeValue(MessageAttributeValue mav){
    if (mav == null) {
        return null;
    }
    if (mav.binaryValue() != null) {
        return mav.binaryValue();
    } else if (mav.stringValue() != null) {
        String s = mav.stringValue();
        String dt = mav.dataType();
        if (dt == null || ""String"".equals(dt)) {
            return s;
        } else if (""Number.Boolean"".equals(dt)) {
            return ""1"".equals(s) ? Boolean.TRUE : Boolean.FALSE;
        } else if (""Number.int"".equals(dt)) {
            return Integer.valueOf(s);
        } else if (""Number.byte"".equals(dt)) {
            return Byte.valueOf(s);
        } else if (""Number.double"".equals(dt)) {
            return Double.valueOf(s);
        } else if (""Number.float"".equals(dt)) {
            return Float.valueOf(s);
        } else if (""Number.long"".equals(dt)) {
            return Long.valueOf(s);
        } else if (""Number.short"".equals(dt)) {
            return Short.valueOf(s);
        }
        return s;
    }
    return null;
}",java:S3776,39
" Map<String, MessageAttributeValue> translateAttributes(Map<String, Object> headers, Exchange exchange){
    Map<String, MessageAttributeValue> result = new HashMap<>();
    HeaderFilterStrategy headerFilterStrategy = getEndpoint().getHeaderFilterStrategy();
    for (Entry<String, Object> entry : headers.entrySet()) {
        if (!headerFilterStrategy.applyFilterToCamelHeaders(entry.getKey(), entry.getValue(), exchange)) {
            if (result.size() < MAX_ATTRIBUTES) {
                MessageAttributeValue mav = Sqs2MessageHelper.toMessageAttributeValue(entry.getValue());
                if (mav != null) {
                    result.put(entry.getKey(), mav);
                }
            } else {
                String action = getConfiguration().getMessageHeaderExceededLimit();
                if (""WARN"".equalsIgnoreCase(action) || ""WARN_ONCE"".equalsIgnoreCase(action)) {
                    LOG.warn(""Cannot put message header with key={} due: {}"", entry.getKey(), MAX_MESSAGE);
                    if (""WARN_ONCE"".equalsIgnoreCase(action)) {
                        break;
                    }
                } else if (""IGNORE"".equalsIgnoreCase(action)) {
                    break;
                } else if (""FAIL"".equalsIgnoreCase(action)) {
                    throw new IllegalArgumentException(MAX_MESSAGE);
                }
            }
        }
    }
    return result;
}",java:S3776,39
